program_id,task_id,buggy_path,fixed_path,tests_path,loc,python_version,runs_successfully,passing_test_count,failing_test_count,evaluation_denominator,eligibility_status,exclusion_reason
45096470,abc224_b,data/external/ConDefects/Code/abc224_b/Python/45096470/faultyVersion.py,data/external/ConDefects/Code/abc224_b/Python/45096470/correctVersion.py,data/external/ConDefects/Test/abc224_b,13,3.14.3,True,,,13,ineligible,loc < 25 (minimum length floor is 25)
46150770,abc224_b,data/external/ConDefects/Code/abc224_b/Python/46150770/faultyVersion.py,data/external/ConDefects/Code/abc224_b/Python/46150770/correctVersion.py,data/external/ConDefects/Test/abc224_b,14,3.14.3,True,,,14,ineligible,loc < 25 (minimum length floor is 25)
44477761,abc224_c,data/external/ConDefects/Code/abc224_c/Python/44477761/faultyVersion.py,data/external/ConDefects/Code/abc224_c/Python/44477761/correctVersion.py,data/external/ConDefects/Test/abc224_c,15,3.14.3,True,,,15,ineligible,loc < 25 (minimum length floor is 25)
46196808,abc224_c,data/external/ConDefects/Code/abc224_c/Python/46196808/faultyVersion.py,data/external/ConDefects/Code/abc224_c/Python/46196808/correctVersion.py,data/external/ConDefects/Test/abc224_c,16,3.14.3,True,,,16,ineligible,loc < 25 (minimum length floor is 25)
44885115,abc224_d,data/external/ConDefects/Code/abc224_d/Python/44885115/faultyVersion.py,data/external/ConDefects/Code/abc224_d/Python/44885115/correctVersion.py,data/external/ConDefects/Test/abc224_d,39,3.14.3,True,,,39,eligible,
51168884,abc224_f,data/external/ConDefects/Code/abc224_f/Python/51168884/faultyVersion.py,data/external/ConDefects/Code/abc224_f/Python/51168884/correctVersion.py,data/external/ConDefects/Test/abc224_f,47,3.14.3,True,,,47,eligible,
27132818,abc224_g,data/external/ConDefects/Code/abc224_g/Python/27132818/faultyVersion.py,data/external/ConDefects/Code/abc224_g/Python/27132818/correctVersion.py,data/external/ConDefects/Test/abc224_g,34,3.14.3,True,,,34,eligible,
28236524,abc224_g,data/external/ConDefects/Code/abc224_g/Python/28236524/faultyVersion.py,data/external/ConDefects/Code/abc224_g/Python/28236524/correctVersion.py,data/external/ConDefects/Test/abc224_g,27,3.14.3,True,,,27,eligible,
32872217,abc224_g,data/external/ConDefects/Code/abc224_g/Python/32872217/faultyVersion.py,data/external/ConDefects/Code/abc224_g/Python/32872217/correctVersion.py,data/external/ConDefects/Test/abc224_g,45,3.14.3,True,,,45,eligible,
46503439,abc224_g,data/external/ConDefects/Code/abc224_g/Python/46503439/faultyVersion.py,data/external/ConDefects/Code/abc224_g/Python/46503439/correctVersion.py,data/external/ConDefects/Test/abc224_g,14,3.14.3,True,,,14,ineligible,loc < 25 (minimum length floor is 25)
52137623,abc224_g,data/external/ConDefects/Code/abc224_g/Python/52137623/faultyVersion.py,data/external/ConDefects/Code/abc224_g/Python/52137623/correctVersion.py,data/external/ConDefects/Test/abc224_g,20,3.14.3,True,,,20,ineligible,loc < 25 (minimum length floor is 25)
48473722,abc224_h,data/external/ConDefects/Code/abc224_h/Python/48473722/faultyVersion.py,data/external/ConDefects/Code/abc224_h/Python/48473722/correctVersion.py,data/external/ConDefects/Test/abc224_h,14,3.14.3,True,,,14,ineligible,loc < 25 (minimum length floor is 25)
44428733,abc225_a,data/external/ConDefects/Code/abc225_a/Python/44428733/faultyVersion.py,data/external/ConDefects/Code/abc225_a/Python/44428733/correctVersion.py,data/external/ConDefects/Test/abc225_a,7,3.14.3,True,,,7,ineligible,loc < 25 (minimum length floor is 25)
44786662,abc225_a,data/external/ConDefects/Code/abc225_a/Python/44786662/faultyVersion.py,data/external/ConDefects/Code/abc225_a/Python/44786662/correctVersion.py,data/external/ConDefects/Test/abc225_a,9,3.14.3,True,,,9,ineligible,loc < 25 (minimum length floor is 25)
44983533,abc225_a,data/external/ConDefects/Code/abc225_a/Python/44983533/faultyVersion.py,data/external/ConDefects/Code/abc225_a/Python/44983533/correctVersion.py,data/external/ConDefects/Test/abc225_a,10,3.14.3,True,,,10,ineligible,loc < 25 (minimum length floor is 25)
44135956,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44135956/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44135956/correctVersion.py,data/external/ConDefects/Test/abc225_c,17,3.14.3,True,,,17,ineligible,loc < 25 (minimum length floor is 25)
44146392,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44146392/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44146392/correctVersion.py,data/external/ConDefects/Test/abc225_c,16,3.14.3,True,,,16,ineligible,loc < 25 (minimum length floor is 25)
44317781,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44317781/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44317781/correctVersion.py,data/external/ConDefects/Test/abc225_c,14,3.14.3,True,,,14,ineligible,loc < 25 (minimum length floor is 25)
44416948,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44416948/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44416948/correctVersion.py,data/external/ConDefects/Test/abc225_c,32,3.14.3,True,,,32,ineligible,multi-line fault — excluded by v2 single-line filter
44435353,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44435353/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44435353/correctVersion.py,data/external/ConDefects/Test/abc225_c,20,3.14.3,True,,,20,ineligible,loc < 25 (minimum length floor is 25)
44469125,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44469125/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44469125/correctVersion.py,data/external/ConDefects/Test/abc225_c,10,3.14.3,True,,,10,ineligible,loc < 25 (minimum length floor is 25)
44703471,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44703471/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44703471/correctVersion.py,data/external/ConDefects/Test/abc225_c,14,3.14.3,True,,,14,ineligible,loc < 25 (minimum length floor is 25)
44853585,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44853585/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44853585/correctVersion.py,data/external/ConDefects/Test/abc225_c,14,3.14.3,True,,,14,ineligible,loc < 25 (minimum length floor is 25)
44888915,abc225_c,data/external/ConDefects/Code/abc225_c/Python/44888915/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/44888915/correctVersion.py,data/external/ConDefects/Test/abc225_c,130,3.14.3,True,,,130,eligible,
45041161,abc225_c,data/external/ConDefects/Code/abc225_c/Python/45041161/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/45041161/correctVersion.py,data/external/ConDefects/Test/abc225_c,16,3.14.3,True,,,16,ineligible,loc < 25 (minimum length floor is 25)
45226527,abc225_c,data/external/ConDefects/Code/abc225_c/Python/45226527/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/45226527/correctVersion.py,data/external/ConDefects/Test/abc225_c,30,3.14.3,True,,,30,ineligible,multi-line fault — excluded by v2 single-line filter
45469943,abc225_c,data/external/ConDefects/Code/abc225_c/Python/45469943/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/45469943/correctVersion.py,data/external/ConDefects/Test/abc225_c,36,3.14.3,True,,,36,ineligible,multiple independent faults
45664223,abc225_c,data/external/ConDefects/Code/abc225_c/Python/45664223/faultyVersion.py,data/external/ConDefects/Code/abc225_c/Python/45664223/correctVersion.py,data/external/ConDefects/Test/abc225_c,24,3.14.3,True,,,24,ineligible,loc < 25 (minimum length floor is 25)
45240176,abc225_d,data/external/ConDefects/Code/abc225_d/Python/45240176/faultyVersion.py,data/external/ConDefects/Code/abc225_d/Python/45240176/correctVersion.py,data/external/ConDefects/Test/abc225_d,28,3.14.3,True,,,28,eligible,
45312408,abc225_e,data/external/ConDefects/Code/abc225_e/Python/45312408/faultyVersion.py,data/external/ConDefects/Code/abc225_e/Python/45312408/correctVersion.py,data/external/ConDefects/Test/abc225_e,32,3.14.3,True,,,32,ineligible,multiple independent faults
29050129,abc225_f,data/external/ConDefects/Code/abc225_f/Python/29050129/faultyVersion.py,data/external/ConDefects/Code/abc225_f/Python/29050129/correctVersion.py,data/external/ConDefects/Test/abc225_f,13,3.14.3,True,,,13,ineligible,loc < 25 (minimum length floor is 25)
30550444,abc225_f,data/external/ConDefects/Code/abc225_f/Python/30550444/faultyVersion.py,data/external/ConDefects/Code/abc225_f/Python/30550444/correctVersion.py,data/external/ConDefects/Test/abc225_f,43,3.14.3,True,,,43,eligible,
31785117,abc225_f,data/external/ConDefects/Code/abc225_f/Python/31785117/faultyVersion.py,data/external/ConDefects/Code/abc225_f/Python/31785117/correctVersion.py,data/external/ConDefects/Test/abc225_f,31,3.14.3,True,,,31,eligible,
40522843,abc225_h,data/external/ConDefects/Code/abc225_h/Python/40522843/faultyVersion.py,data/external/ConDefects/Code/abc225_h/Python/40522843/correctVersion.py,data/external/ConDefects/Test/abc225_h,172,3.14.3,True,,,172,ineligible,multi-line fault — excluded by v2 single-line filter
41061041,abc225_h,data/external/ConDefects/Code/abc225_h/Python/41061041/faultyVersion.py,data/external/ConDefects/Code/abc225_h/Python/41061041/correctVersion.py,data/external/ConDefects/Test/abc225_h,1057,3.14.3,True,,,1057,ineligible,loc > 300 (maximum length ceiling is 300)
44824039,abc226_a,data/external/ConDefects/Code/abc226_a/Python/44824039/faultyVersion.py,data/external/ConDefects/Code/abc226_a/Python/44824039/correctVersion.py,data/external/ConDefects/Test/abc226_a,2,3.14.3,True,,,2,ineligible,loc < 25 (minimum length floor is 25)
45214057,abc226_a,data/external/ConDefects/Code/abc226_a/Python/45214057/faultyVersion.py,data/external/ConDefects/Code/abc226_a/Python/45214057/correctVersion.py,data/external/ConDefects/Test/abc226_a,4,3.14.3,True,,,4,ineligible,loc < 25 (minimum length floor is 25)
45900046,abc226_a,data/external/ConDefects/Code/abc226_a/Python/45900046/faultyVersion.py,data/external/ConDefects/Code/abc226_a/Python/45900046/correctVersion.py,data/external/ConDefects/Test/abc226_a,9,3.14.3,True,,,9,ineligible,loc < 25 (minimum length floor is 25)
46153240,abc226_a,data/external/ConDefects/Code/abc226_a/Python/46153240/faultyVersion.py,data/external/ConDefects/Code/abc226_a/Python/46153240/correctVersion.py,data/external/ConDefects/Test/abc226_a,2,3.14.3,True,,,2,ineligible,loc < 25 (minimum length floor is 25)
45483175,abc226_b,data/external/ConDefects/Code/abc226_b/Python/45483175/faultyVersion.py,data/external/ConDefects/Code/abc226_b/Python/45483175/correctVersion.py,data/external/ConDefects/Test/abc226_b,26,3.14.3,True,,,26,eligible,
46010276,abc226_b,data/external/ConDefects/Code/abc226_b/Python/46010276/faultyVersion.py,data/external/ConDefects/Code/abc226_b/Python/46010276/correctVersion.py,data/external/ConDefects/Test/abc226_b,5,3.14.3,True,,,5,ineligible,loc < 25 (minimum length floor is 25)
45490771,abc226_c,data/external/ConDefects/Code/abc226_c/Python/45490771/faultyVersion.py,data/external/ConDefects/Code/abc226_c/Python/45490771/correctVersion.py,data/external/ConDefects/Test/abc226_c,21,3.14.3,True,,,21,ineligible,loc < 25 (minimum length floor is 25)
45527659,abc226_c,data/external/ConDefects/Code/abc226_c/Python/45527659/faultyVersion.py,data/external/ConDefects/Code/abc226_c/Python/45527659/correctVersion.py,data/external/ConDefects/Test/abc226_c,17,3.14.3,True,,,17,ineligible,loc < 25 (minimum length floor is 25)
45711710,abc226_c,data/external/ConDefects/Code/abc226_c/Python/45711710/faultyVersion.py,data/external/ConDefects/Code/abc226_c/Python/45711710/correctVersion.py,data/external/ConDefects/Test/abc226_c,42,3.14.3,True,,,42,eligible,
53188054,abc226_d,data/external/ConDefects/Code/abc226_d/Python/53188054/faultyVersion.py,data/external/ConDefects/Code/abc226_d/Python/53188054/correctVersion.py,data/external/ConDefects/Test/abc226_d,39,3.14.3,True,,,39,eligible,
52234913,abc226_e,data/external/ConDefects/Code/abc226_e/Python/52234913/faultyVersion.py,data/external/ConDefects/Code/abc226_e/Python/52234913/correctVersion.py,data/external/ConDefects/Test/abc226_e,30,3.14.3,True,,,30,ineligible,multiple independent faults
53053125,abc226_e,data/external/ConDefects/Code/abc226_e/Python/53053125/faultyVersion.py,data/external/ConDefects/Code/abc226_e/Python/53053125/correctVersion.py,data/external/ConDefects/Test/abc226_e,215,3.14.3,True,,,215,eligible,
53676492,abc226_e,data/external/ConDefects/Code/abc226_e/Python/53676492/faultyVersion.py,data/external/ConDefects/Code/abc226_e/Python/53676492/correctVersion.py,data/external/ConDefects/Test/abc226_e,39,3.14.3,True,,,39,eligible,
53796243,abc226_e,data/external/ConDefects/Code/abc226_e/Python/53796243/faultyVersion.py,data/external/ConDefects/Code/abc226_e/Python/53796243/correctVersion.py,data/external/ConDefects/Test/abc226_e,84,3.14.3,True,,,84,eligible,
48239634,abc226_g,data/external/ConDefects/Code/abc226_g/Python/48239634/faultyVersion.py,data/external/ConDefects/Code/abc226_g/Python/48239634/correctVersion.py,data/external/ConDefects/Test/abc226_g,35,3.14.3,True,,,35,eligible,
48936036,abc226_g,data/external/ConDefects/Code/abc226_g/Python/48936036/faultyVersion.py,data/external/ConDefects/Code/abc226_g/Python/48936036/correctVersion.py,data/external/ConDefects/Test/abc226_g,47,3.14.3,True,,,47,eligible,
52807136,abc226_g,data/external/ConDefects/Code/abc226_g/Python/52807136/faultyVersion.py,data/external/ConDefects/Code/abc226_g/Python/52807136/correctVersion.py,data/external/ConDefects/Test/abc226_g,46,3.14.3,True,,,46,eligible,
44625287,abc229_a,data/external/ConDefects/Code/abc229_a/Python/44625287/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/44625287/correctVersion.py,data/external/ConDefects/Test/abc229_a,6,3.14.3,True,,,6,ineligible,loc < 25 (minimum length floor is 25)
44996770,abc229_a,data/external/ConDefects/Code/abc229_a/Python/44996770/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/44996770/correctVersion.py,data/external/ConDefects/Test/abc229_a,29,3.14.3,True,,,29,eligible,
45477841,abc229_a,data/external/ConDefects/Code/abc229_a/Python/45477841/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/45477841/correctVersion.py,data/external/ConDefects/Test/abc229_a,7,3.14.3,True,,,7,ineligible,loc < 25 (minimum length floor is 25)
45690274,abc229_a,data/external/ConDefects/Code/abc229_a/Python/45690274/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/45690274/correctVersion.py,data/external/ConDefects/Test/abc229_a,17,3.14.3,True,,,17,ineligible,loc < 25 (minimum length floor is 25)
45784135,abc229_a,data/external/ConDefects/Code/abc229_a/Python/45784135/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/45784135/correctVersion.py,data/external/ConDefects/Test/abc229_a,7,3.14.3,True,,,7,ineligible,loc < 25 (minimum length floor is 25)
45808992,abc229_a,data/external/ConDefects/Code/abc229_a/Python/45808992/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/45808992/correctVersion.py,data/external/ConDefects/Test/abc229_a,8,3.14.3,True,,,8,ineligible,loc < 25 (minimum length floor is 25)
46216070,abc229_a,data/external/ConDefects/Code/abc229_a/Python/46216070/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/46216070/correctVersion.py,data/external/ConDefects/Test/abc229_a,10,3.14.3,True,,,10,ineligible,loc < 25 (minimum length floor is 25)
46233112,abc229_a,data/external/ConDefects/Code/abc229_a/Python/46233112/faultyVersion.py,data/external/ConDefects/Code/abc229_a/Python/46233112/correctVersion.py,data/external/ConDefects/Test/abc229_a,6,3.14.3,True,,,6,ineligible,loc < 25 (minimum length floor is 25)
44815699,abc229_b,data/external/ConDefects/Code/abc229_b/Python/44815699/faultyVersion.py,data/external/ConDefects/Code/abc229_b/Python/44815699/correctVersion.py,data/external/ConDefects/Test/abc229_b,12,3.14.3,True,,,12,ineligible,loc < 25 (minimum length floor is 25)
45280624,abc229_b,data/external/ConDefects/Code/abc229_b/Python/45280624/faultyVersion.py,data/external/ConDefects/Code/abc229_b/Python/45280624/correctVersion.py,data/external/ConDefects/Test/abc229_b,10,3.14.3,True,,,10,ineligible,loc < 25 (minimum length floor is 25)
44842027,abc229_d,data/external/ConDefects/Code/abc229_d/Python/44842027/faultyVersion.py,data/external/ConDefects/Code/abc229_d/Python/44842027/correctVersion.py,data/external/ConDefects/Test/abc229_d,13,3.14.3,True,,,13,ineligible,loc < 25 (minimum length floor is 25)
45424479,abc229_d,data/external/ConDefects/Code/abc229_d/Python/45424479/faultyVersion.py,data/external/ConDefects/Code/abc229_d/Python/45424479/correctVersion.py,data/external/ConDefects/Test/abc229_d,45,3.14.3,True,,,45,eligible,
44646979,abc229_e,data/external/ConDefects/Code/abc229_e/Python/44646979/faultyVersion.py,data/external/ConDefects/Code/abc229_e/Python/44646979/correctVersion.py,data/external/ConDefects/Test/abc229_e,90,3.14.3,True,,,90,eligible,
46038453,abc229_f,data/external/ConDefects/Code/abc229_f/Python/46038453/faultyVersion.py,data/external/ConDefects/Code/abc229_f/Python/46038453/correctVersion.py,data/external/ConDefects/Test/abc229_f,27,3.14.3,True,,,27,eligible,
44349986,abc230_a,data/external/ConDefects/Code/abc230_a/Python/44349986/faultyVersion.py,data/external/ConDefects/Code/abc230_a/Python/44349986/correctVersion.py,data/external/ConDefects/Test/abc230_a,8,3.14.3,True,,,8,ineligible,loc < 25 (minimum length floor is 25)
